URL,Drug Name,Uses,Side Effects
https://www.nepmeds.com.np/detail/bisolol-25mg,Bisolol 2.5mg," Bisoprolol 2.5 mg is a medication that contains the active ingredient bisoprolol. It is commonly prescribed as a beta-blocker, and it is used for various cardiovascular conditions. Hypertension (High Blood Pressure):Bisoprolol is prescribed to lower elevated blood pressure levels, reducing the risk of heart-related complications. Angina Pectoris (Chest Pain):It is used to manage stable angina, a condition characterized by chest pain or discomfort due to reduced blood flow to the heart muscle. Heart Failure:Bisoprolol is part of the treatment regimen for chronic heart failure. It helps improve the heart's pumping ability and reduce the symptoms associated with heart failure. Arrhythmias:In some cases, it may be prescribed to manage certain types of arrhythmias (irregular heart rhythms). Blood Pressure Control:It helps lower high blood pressure, reducing the risk of heart attacks, strokes, and other cardiovascular problems. Angina Relief:For individuals with stable angina, Bisoprolol can alleviate chest pain and improve exercise tolerance. Heart Failure Management:In heart failure, Bisoprolol can improve heart function, reduce hospitalizations, and enhance overall quality of life for patients. Fatigue:Feeling tired or weak is a common side effect of beta-blockers like Bisoprolol. Dizziness:Some individuals may experience dizziness or lightheadedness, especially when standing up quickly. Slow Heartbeat (Bradycardia):Bisoprolol can lower the heart rate, and in some cases, it may slow the heart rate excessively. Cold Extremities:Cold hands or feet can occur due to reduced blood flow to the extremities. Sleep Disturbances:Trouble sleeping or vivid dreams may be reported by some individuals. Gastrointestinal Symptoms:Nausea, vomiting, or diarrhea can occur, though they are less common. Respiratory Symptoms:In rare cases, Bisoprolol may exacerbate respiratory conditions such as asthma. Take Bisoprolol 2.5 mg exactly as prescribed by your healthcare provider. The dosage and frequency will depend on your specific medical condition and their recommendations. Bisoprolol is a beta-blocker, and it works by affecting the beta receptors in the heart and blood vessels. Here's how it works: Heart Rate Reduction:Bisoprolol slows down the heart rate, which reduces the force of contraction of the heart muscle. This results in decreased cardiac output (the amount of blood pumped by the heart), which can help lower blood pressure and reduce the heart's workload. Blood Pressure Reduction:By reducing the heart rate and the force of contraction, Bisoprolol lowers blood pressure, making it easier for the heart to pump blood. Angina Relief:In the case of angina, Bisoprolol can decrease the heart's oxygen demand by reducing the heart rate and blood pressure, which can help alleviate chest pain. Take It as Soon as Possible:If you remember within a few hours of the missed dose, take it as soon as you remember. If you have a history of respiratory conditions, such as asthma or chronic obstructive pulmonary disease (COPD), inform your healthcare provider. Bisoprolol may not be suitable for individuals with certain respiratory conditions. If you are pregnant, planning to become pregnant, or breastfeeding, discuss the use of Bisoprolol with your healthcare provider. The risks and benefits should be considered. If you have diabetes, Bisoprolol may affect your blood sugar levels. Monitor your blood sugar regularly, and inform your healthcare provider if you notice any significant changes. Yes, exercise can be beneficial for cardiovascular health. However, if you are starting an exercise program or making significant changes to your physical activity, it's a good idea to discuss it with your healthcare provider, as they can provide guidance based on your specific condition. Yes, you can take Bisoprolol with or without food. However, taking it consistently with regard to meals is important to maintain steady blood levels. The onset of action of Bisoprolol can vary among individuals, but some people may start to notice a reduction in heart rate and blood pressure within a few hours to days of starting the medication. Full therapeutic effects may take a few weeks.","Heart Rate Reduction:Bisoprolol slows down the heart rate, which reduces the force of contraction of the heart muscle. This results in decreased cardiac output (the amount of blood pumped by the heart), which can help lower blood pressure and reduce the heart's workload. | Blood Pressure Reduction:By reducing the heart rate and the force of contraction, Bisoprolol lowers blood pressure, making it easier for the heart to pump blood. | Angina Relief:In the case of angina, Bisoprolol can decrease the heart's oxygen demand by reducing the heart rate and blood pressure, which can help alleviate chest pain. | "
https://www.nepmeds.com.np/detail/amiodar-200mg,Amiodar 200mg,"Composition: Amiodarone (200mg) miodar 200 Tablet is used to treat various types of serious irregular heartbeat (arrhythmia) such as fibrillation and tachycardia. It is an anti-arrhythmic type of medicine and rapidly restores your heart to a steady and regular rhythm. Amiodar 200 Tablet may be taken with or without food, preferably at the same time each day, to avoid a missed dose. Continuous monitoring of blood pressure and heart rate may be needed while taking this medicine. It is important that you keep taking it until your doctor decides it is safe to stop it. Treatment of Arrhythmia Common side effects: Take this medicine in the dose and duration as advised by your doctor. Swallow it as a whole. Do not chew, crush or break it. Amiodar 200 Tablet may be taken with or without food, but it is better to take it at a fixed time. Amiodar 200 Tablet is an anti-arrhythmic medication. It regulates heart beat by blocking abnormal electrical signals in the heart. Caution is advised when consuming alcohol with Amiodar 200 Tablet. Please consult your doctor. Amiodar 200 Tablet is unsafe to use during pregnancy as there is definite evidence of risk to the developing baby. However, the doctor may rarely prescribe it in some life-threatening situations if the benefits are more than the potential risks. Please consult your doctor.",Lung damage | Tachycardia | Congestive cardiac failure | Increased liver enzymes | 
https://www.nepmeds.com.np/detail/amiodar-100mg,Amiodar 100mg,"Composition: Amiodarone (100mg)  Amiodar 100 Tablet is used to treat various types of serious irregular heartbeat (arrhythmia) such as fibrillation and tachycardia. It is an anti-arrhythmic type of medicine and rapidly restores your heart to a steady and regular rhythm. Amiodar 100 Tablet may be taken with or without food, preferably at the same time each day, to avoid a missed dose. Continuous monitoring of blood pressure and heart rate may be needed while taking this medicine. It is important that you keep taking it until your doctor decides it is safe to stop it. Treatment of Arrhythmia Common side effects: Take this medicine in the dose and duration as advised by your doctor. Swallow it as a whole. Do not chew, crush or break it. Amiodar 100 Tablet may be taken with or without food, but it is better to take it at a fixed time. Amiodar 100 Tablet is an anti-arrhythmic medication. It regulates heart beat by blocking abnormal electrical signals in the heart. Caution is advised when consuming alcohol with Amiodar 100 Tablet. Please consult your doctor Amiodar 100 Tablet is unsafe to use during pregnancy as there is definite evidence of risk to the developing baby. However, the doctor may rarely prescribe it in some life-threatening situations if the benefits are more than the potential risks. Please consult your doctor.",Lung damage | Tachycardia | Congestive cardiac failure | Increased liver enzymes | 
https://www.nepmeds.com.np/detail/dothip-75mg,Dothip 75mg,"Composition: Dosulepin (75mg) Dothip 75mg Tablet is a tricyclic antidepressant. It is mostly used to treat depression that is unresponsive to alternative treatment. It is also used in the management of anxiety disorder. Dothip 75mg Tablet works by increasing the levels of chemical messengers in the brain that stabilizes and enhances the mood. It is better to take it before bedtime because it can make you feel drowsy. It can be taken with or without food, but you should take it at a fixed time each day for better efficacy. The dose and duration will be decided by your doctor so that you get the right amount to control your symptoms. Do not skip any dose and finish the full course of treatment even if you feel better. Treatment of Anxiety disorder Common side effects: Take this medicine in the dose and duration as advised by your doctor. Swallow it as a whole. Do not chew, crush or break it. Dothip 75mg Tablet may be taken with or without food, but it is better to take it at a fixed time. Dothip 75mg Tablet is a tricyclic antidepressant. It increases the levels of chemical messengers in the brain that help in regulating the mood and treat depression. Dothip 75mg Tablet may cause excessive drowsiness with alcohol. Dothip 75mg Tablet may be unsafe to use during pregnancy. Although there are limited studies in humans, animal studies have shown harmful effects on the developing baby. Your doctor will weigh the benefits and any potential risks before prescribing it to you. Please consult your doctor.",Dryness in mouth | Increased heart rate | Orthostatic hypotension (sudden lowering of blood pressure on standing) | Weight gain | Difficulty in urination | Constipation | Blurred vision | 
https://www.nepmeds.com.np/detail/dothip-50mg,Dothip 50mg,"Composition: Dosulepin (50 mg) Dothip 50 mg Tablet is a tricyclic antidepressant. It is mostly used to treat depression that is unresponsive to alternative treatment. It is also used in the management of anxiety disorder. Dothip 50 mg Tablet works by increasing the levels of chemical messengers in the brain that stabilizes and enhances the mood. It is better to take it before bedtime because it can make you feel drowsy. It can be taken with or without food, but you should take it at a fixed time each day for better efficacy. The dose and duration will be decided by your doctor so that you get the right amount to control your symptoms. Do not skip any dose and finish the full course of treatment even if you feel better. Treatment of Anxiety disorder Common side effects: Take this medicine in the dose and duration as advised by your doctor. Swallow it as a whole. Do not chew, crush or break it. Dothip 50 mg Tablet may be taken with or without food, but it is better to take it at a fixed time. Dothip 50 mg Tablet is a tricyclic antidepressant. It increases the levels of chemical messengers in the brain that help in regulating the mood and treat depression. Dothip 50 mg Tablet may cause excessive drowsiness with alcohol. Dothip 50 mg Tablet may be unsafe to use during pregnancy. Although there are limited studies in humans, animal studies have shown harmful effects on the developing baby. Your doctor will weigh the benefits and any potential risks before prescribing it to you. Please consult your doctor.",Dryness in mouth | Increased heart rate | Orthostatic hypotension (sudden lowering of blood pressure on standing) | Weight gain | Difficulty in urination | Constipation | Blurred vision | 
https://www.nepmeds.com.np/detail/dothip-25mg,Dothip 25mg,"Composition: Dosulepin (25mg) Dothip 25mg Tablet is a tricyclic antidepressant. It is mostly used to treat depression that is unresponsive to alternative treatment. It is also used in the management of anxiety disorder. Dothip 25mg Tablet works by increasing the levels of chemical messengers in the brain that stabilizes and enhances the mood. It is better to take it before bedtime because it can make you feel drowsy. It can be taken with or without food, but you should take it at a fixed time each day for better efficacy. The dose and duration will be decided by your doctor so that you get the right amount to control your symptoms. Do not skip any dose and finish the full course of treatment even if you feel better. Common side effects: Dryness in mouthIncreased heart rateOrthostatic hypotension (sudden lowering of blood pressure on standing)Weight gainDifficulty in urinationConstipationBlurred vision Take this medicine in the dose and duration as advised by your doctor. Swallow it as a whole. Do not chew, crush or break it. Dothip 25mg Tablet may be taken with or without food, but it is better to take it at a fixed time. Dothip 25mg Tablet is a tricyclic antidepressant. It increases the levels of chemical messengers in the brain that help in regulating the mood and treat depression. Dothip 25mg Tablet may cause excessive drowsiness with alcohol. Dothip 25mg Tablet may be unsafe to use during pregnancy. Although there are limited studies in humans, animal studies have shown harmful effects on the developing baby. Your doctor will weigh the benefits and any potential risks before prescribing it to you. Please consult your doctor.",Treatment of Anxiety disorder | 
https://www.nepmeds.com.np/detail/nimocer-30mg,Nimocer 30mg,"Composition: Nimodipine (30mg) Nimocer 30mg Tablet is a medicine used to treat and prevent further damage to the brain after bleeding around the brain (subarachnoid hemorrhage or SAH). It is known as a calcium channel blocker and helps to improve blood flow to the brain and prevent changes in brain function. Nimocer 30mg Tablet is usually started as soon as possible after bleeding around the brain (or SAH) is confirmed by the doctor. The exact dose and frequency will be decided by your doctor depending on your medical condition and response to treatment. It may be taken empty stomach or with a meal, but take it regularly as per your doctor’s instructions, to get the most benefit. Subarachnoid haemorrhage Common side effects: Take this medicine in the dose and duration as advised by your doctor. Swallow it as a whole. Do not chew, crush or break it. Nimocer 30mg Tablet may be taken with or without food, but it is better to take it at a fixed time. Nimocer 30mg Tablet is a calcium channel blocker. It relaxes the narrow blood vessels in the brain and makes the blood flow more easily. This prevents brain damage after bleeding around the brain. Nimocer 30mg Tablet may cause excessive drowsiness with alcohol. Nimocer 30mg Tablet may be unsafe to use during pregnancy. Although there are limited studies in humans, animal studies have shown harmful effects on the developing baby. Your doctor will weigh the benefits and any potential risks before prescribing it to you. Please consult your doctor. Nimocer 30mg Tablet is probably unsafe to use during breastfeeding. Limited human data suggests that the drug may pass into the breastmilk and harm the baby.",Decreased blood pressure | Headache | Increased heart rate | Nausea | Rash | Stomach discomfort | Edema (swelling) | Muscle cramp | 
https://www.nepmeds.com.np/detail/fluzak-20mg,Fluzak 20mg,"FLUZAK 20MG CAPSULE contains Fluoxetine which belongs to the group of medicines called Anti-depressants. It is used to treat major depressive episodes, obsessive-compulsive disorder (mental disorder) and bulimia nervosa (eating disorder). Major depressive disorder is a mental health disorder characterized by a persistent and intense feeling of sadness for an extended duration of time. It mainly impacts mood, behavior and other physical functions, such as sleep and appetite. Obsessive-compulsive disorder (OCD) is a mental disorder that is associated with repetitive thoughts (obsessions) and the urge to do things over and again (compulsions). Bulimia nervosa is a serious eating disorder that is characterized by binge eating followed by methods to avoid being overweight such as vomiting, severe exercise or fasting. Treats: Take FLUZAK 20MG CAPSULE as advised by your physician. Swallow the medicine with a glass of water. Do not crush or chew the medicine. Your physician will decide the correct dose and duration for you depending upon your age, body weight and disease condition. Do not stop taking FLUZAK 20MG CAPSULE without consulting your doctor. FLUZAK 20MG CAPSULE works by increasing the levels of serotonin, a chemical messenger in the brain. This improves mood and physical symptoms of depression and relieves symptoms of panic and obsessive disorders. FLUZAK 20MG CAPSULE is not recommended for use especially in the last 3 months of pregnancy as it harms the unborn baby. It should be used with caution during late pregnancy or just before giving birth. Consult your doctor before taking FLUZAK 20MG CAPSULE. FLUZAK 20MG CAPSULE will be excreted through breast milk., hence it should be used with caution if it is clearly necessary. Your doctor will lower the dose accordingly. Consult your doctor before taking FLUZAK 20MG CAPSULE. Avoid consumption of alcohol while taking FLUZAK 20MG CAPSULE. Consult your doctor before taking. Yes. FLUZAK 20MG CAPSULE may cause increased pressure in the eye in patients having glaucoma. Consult your doctor before taking FLUZAK 20MG CAPSULE. Yes. FLUZAK 20MG CAPSULE should be used with caution in elderly patients (above 70 years of age). Consult your doctor before taking FLUZAK 20MG CAPSULE.","Major depressive episodes | Obsessive-compulsive disorder (mental disorder) | Bulimia nervosa (eating disorder) | Insomnia | Headache | Diarrhea | Nausea | Fatigue | Not feeling hungry, weight loss | Nervousness, anxiety | Poor concentration | Sleepiness, unusual dreams, tiredness | Dizziness | Change in taste | Uncontrollable shaking movements | Blurred vision | Rapid and irregular heartbeat sensation | Flushing | Yawning | Indigestion, vomiting | Dry mouth | Rash, urticaria, itching | Excessive sweating | Joint pain | Passing urine more frequently | Unexplained vaginal bleeding | Feeling shaky or chills | "
https://www.nepmeds.com.np/detail/fludep-20mg,Fludep 20mg,"FLUDEP 20MG CAPSULE contains Fluoxetine which belongs to the group of medicines called Anti-depressants. It is used to treat major depressive episodes, obsessive-compulsive disorder (mental disorder) and bulimia nervosa (eating disorder). Major depressive disorder is a mental health disorder characterized by a persistent and intense feeling of sadness for an extended duration of time. It mainly impacts mood, behavior and other physical functions, such as sleep and appetite. Obsessive-compulsive disorder (OCD) is a mental disorder that is associated with repetitive thoughts (obsessions) and the urge to do things over and again (compulsions). Bulimia nervosa is a serious eating disorder that is characterized by binge eating followed by methods to avoid being overweight such as vomiting, severe exercise or fasting. Treats: Take FLUDEP 20MG CAPSULE as advised by your physician. Swallow the medicine with a glass of water. Do not crush or chew the medicine. Your physician will decide the correct dose and duration for you depending upon your age, body weight and disease condition. Do not stop taking FLUDEP 20MG CAPSULE without consulting your doctor. FLUDEP 20MG CAPSULE works by increasing the levels of serotonin, a chemical messenger in the brain. This improves mood and physical symptoms of depression and relieves symptoms of panic and obsessive disorders. FLUDEP 20MG CAPSULE is not recommended for use especially in the last 3 months of pregnancy as it harms the unborn baby. It should be used with caution during late pregnancy or just before giving birth. Consult your doctor before taking FLUDEP 20MG CAPSULE. FLUDEP 20MG CAPSULE will be excreted through breast milk., hence it should be used with caution if it is clearly necessary. Your doctor will lower the dose accordingly. Consult your doctor before taking FLUDEP 20MG CAPSULE. Avoid consumption of alcohol while taking FLUDEP 20MG CAPSULE. Consult your doctor before taking. Yes. FLUDEP 20MG CAPSULE should be taken with caution in patients with diabetes as it might fluctuate blood glucose levels. Monitor blood sugar levels frequently. Consult your doctor before taking FLUDEP 20MG CAPSULE. Yes. FLUDEP 20MG CAPSULE should be used with caution in elderly patients (above 70 years of age). Consult your doctor before taking FLUDEP 20MG CAPSULE.","Major depressive episodes | Obsessive-compulsive disorder (mental disorder) | Bulimia nervosa (eating disorder) | Insomnia | Headache | Diarrhea | Nausea | Fatigue | Not feeling hungry, weight loss | Nervousness, anxiety | Poor concentration | Sleepiness, unusual dreams, tiredness | Dizziness | Change in taste | Uncontrollable shaking movements | Blurred vision | Rapid and irregular heartbeat sensation | Flushing | Yawning | Indigestion, vomiting | Dry mouth | "
https://www.nepmeds.com.np/detail/fludac-20mg,Fludac 20mg,"FLUDAC 20MG CAPSULE contains Fluoxetine which belongs to the group of medicines called Anti-depressants. It is used to treat major depressive episodes, obsessive-compulsive disorder (mental disorder) and bulimia nervosa (eating disorder). Major depressive disorder is a mental health disorder characterized by a persistent and intense feeling of sadness for an extended duration of time. It mainly impacts mood, behavior and other physical functions, such as sleep and appetite. Obsessive-compulsive disorder (OCD) is a mental disorder that is associated with repetitive thoughts (obsessions) and the urge to do things over and again (compulsions). Bulimia nervosa is a serious eating disorder that is characterized by binge eating followed by methods to avoid being overweight such as vomiting, severe exercise or fasting. Treats: Take FLUDAC 20MG CAPSULE as advised by your physician. Swallow the medicine with a glass of water. Do not crush or chew the medicine. Your physician will decide the correct dose and duration for you depending upon your age, body weight and disease condition. Do not stop taking FLUDAC 20MG CAPSULE without consulting your doctor. FLUDAC 20MG CAPSULE works by increasing the levels of serotonin, a chemical messenger in the brain. This improves mood and physical symptoms of depression and relieves symptoms of panic and obsessive disorders. FLUDAC 20MG CAPSULE is not recommended for use especially in the last 3 months of pregnancy as it harms the unborn baby. It should be used with caution during late pregnancy or just before giving birth. Consult your doctor before taking FLUDAC 20MG CAPSULE. FLUDAC 20MG CAPSULE will be excreted through breast milk., hence it should be used with caution if it is clearly necessary. Your doctor will lower the dose accordingly. Consult your doctor before taking FLUDAC 20MG CAPSULE. Do not drive or operate any machines as it may affect your judgement or coordination after taking FLUDAC 20MG CAPSULE. Yes. FLUDAC 20MG CAPSULE should be used with caution in elderly patients (above 70 years of age). Consult your doctor before taking FLUDAC 20MG CAPSULE. Yes. FLUDAC 20MG CAPSULE should be taken with caution in patients with diabetes as it might fluctuate blood glucose levels. Monitor blood sugar levels frequently. Consult your doctor before taking FLUDAC 20MG CAPSULE.","Major depressive episodes | Obsessive-compulsive disorder (mental disorder) | Bulimia nervosa (eating disorder) | Insomnia | Headache | Diarrhea | Nausea | Fatigue | Not feeling hungry, weight loss | Nervousness, anxiety | Poor concentration | Sleepiness, unusual dreams, tiredness | Dizziness | Change in taste | Uncontrollable shaking movements | Blurred vision | Rapid and irregular heartbeat sensation | Flushing | Yawning | "
https://www.nepmeds.com.np/detail/fludep-10mg,Fludep 10mg,"FLUDEP 10MG CAPSULE contains Fluoxetine which belongs to the group of medicines called Anti-depressants. It is used to treat major depressive episodes, obsessive-compulsive disorder (mental disorder) and bulimia nervosa (eating disorder). Major depressive disorder is a mental health disorder characterized by a persistent and intense feeling of sadness for an extended duration of time. It mainly impacts mood, behavior and other physical functions, such as sleep and appetite. Obsessive-compulsive disorder (OCD) is a mental disorder that is associated with repetitive thoughts (obsessions) and the urge to do things over and again (compulsions). Bulimia nervosa is a serious eating disorder that is characterized by binge eating followed by methods to avoid being overweight such as vomiting, severe exercise or fasting. Treats: Take FLUDEP 10MG CAPSULE as advised by your physician. Swallow the medicine with a glass of water. Do not crush or chew the medicine. Your physician will decide the correct dose and duration for you depending upon your age, body weight and disease condition. Do not stop taking FLUDEP 10MG CAPSULE without consulting your doctor. FLUDEP 10MG CAPSULE works by increasing the levels of serotonin, a chemical messenger in the brain. This improves mood and physical symptoms of depression and relieves symptoms of panic and obsessive disorders. FLUDEP 10MG CAPSULE is not recommended for use especially in the last 3 months of pregnancy as it harms the unborn baby. It should be used with caution during late pregnancy or just before giving birth. Consult your doctor before taking FLUDEP 10MG CAPSULE. FLUDEP 10MG CAPSULE will be excreted through breast milk., hence it should be used with caution if it is clearly necessary. Your doctor will lower the dose accordingly. Consult your doctor before taking FLUDEP 10MG CAPSULE. Avoid consumption of alcohol while taking FLUDEP 10MG CAPSULE. Consult your doctor before taking. FLUDEP 10MG CAPSULE is used to treat major depressive episodes, obsessive-compulsive disorder (mental disorder) and bulimia nervosa (eating disorder). Contact your before taking FLUDEP 10MG CAPSULE. Yes. FLUDEP 10MG CAPSULE should be taken with caution in patients with diabetes as it might fluctuate blood glucose levels. Monitor blood sugar levels frequently. Consult your doctor before taking FLUDEP 10MG CAPSULE.","Major depressive episodes | Obsessive-compulsive disorder (mental disorder) | Bulimia nervosa (eating disorder) | Insomnia | Headache | Diarrhea | Nausea | Fatigue | Not feeling hungry, weight loss | Nervousness, anxiety | Poor concentration | Sleepiness, unusual dreams, tiredness | Dizziness | Change in taste | Uncontrollable shaking movements | Blurred vision | Rapid and irregular heartbeat sensation | Flushing | Yawning | "
https://www.nepmeds.com.np/detail/fludac-10mg,Fludac 10mg,"FLUDAC 10MG CAPSULE contains Fluoxetine which belongs to the group of medicines called Anti-depressants. It is used to treat major depressive episodes, obsessive-compulsive disorder (mental disorder) and bulimia nervosa (eating disorder). Major depressive disorder is a mental health disorder characterized by a persistent and intense feeling of sadness for an extended duration of time. It mainly impacts mood, behavior and other physical functions, such as sleep and appetite. Obsessive-compulsive disorder (OCD) is a mental disorder that is associated with repetitive thoughts (obsessions) and the urge to do things over and again (compulsions). Bulimia nervosa is a serious eating disorder that is characterized by binge eating followed by methods to avoid being overweight such as vomiting, severe exercise or fasting. Treats: Take FLUDAC 10MG CAPSULE as advised by your physician. Swallow the medicine with a glass of water. Do not crush or chew the medicine. Your physician will decide the correct dose and duration for you depending upon your age, body weight and disease condition. Do not stop taking FLUDAC 10MG CAPSULE without consulting your doctor. FLUDAC 10MG CAPSULE works by increasing the levels of serotonin, a chemical messenger in the brain. This improves mood and physical symptoms of depression and relieves symptoms of panic and obsessive disorders. Consult with your physician for the next dose. FLUDAC 10MG CAPSULE is not recommended for use especially in the last 3 months of pregnancy as it harms the unborn baby. It should be used with caution during late pregnancy or just before giving birth. Consult your doctor before taking FLUDAC 10MG CAPSULE. FLUDAC 10MG CAPSULE will be excreted through breast milk., hence it should be used with caution if it is clearly necessary. Your doctor will lower the dose accordingly. Consult your doctor before taking FLUDAC 10MG CAPSULE. Avoid consumption of alcohol while taking FLUDAC 10MG CAPSULE. Consult your doctor before taking. Yes. FLUDAC 10MG CAPSULE should be used with caution in elderly patients (above 70 years of age). Consult your doctor before taking FLUDAC 10MG CAPSULE. Yes. FLUDAC 10MG CAPSULE should be taken with caution in patients with diabetes as it might fluctuate blood glucose levels. Monitor blood sugar levels frequently. Consult your doctor before taking FLUDAC 10MG CAPSULE. Yes. FLUDAC 10MG CAPSULE may cause increased pressure in the eye in patients having glaucoma. Consult your doctor before taking FLUDAC 10MG CAPSULE.","Major depressive episodes | Obsessive-compulsive disorder (mental disorder) | Bulimia nervosa (eating disorder) | Insomnia | Headache | Diarrhea | Nausea | Fatigue | Not feeling hungry, weight loss | Nervousness, anxiety | Poor concentration | Sleepiness, unusual dreams, tiredness | Dizziness | Change in taste | Uncontrollable shaking movements | Blurred vision | Rapid and irregular heartbeat sensation | Flushing | Yawning | "
https://www.nepmeds.com.np/detail/olmecip-40mg,Olmecip 40mg,"Composition: Olmesartan Medoxomil (40mg)  OLMECIP 40MG TABLET contains Olmesartan which belongs to the group of medicines called Angiotensin II receptor antagonists. It is used to treat high blood pressure (hypertension) in adults, children and adolescents (from aged 6 years to less than 18 years). Olmecip 40 Tablet may be prescribed either alone or in combination with other medicines. It may be taken with or without food during the day or at night. However, try to take it at about the same time each day to get the maximum benefit. It is important to continue taking it regularly even if you feel well or if your blood pressure is controlled.  OLMECIP 40MG TABLET should be used with caution in patients with kidney, liver or heart problems. Your doctor may check your kidney function test, blood pressure and the amount of electrolytes (Ex. potassium) in your body prior to the treatment with OLMECIP 40MG TABLET or at regular intervals along with the treatment.  Your doctor may advice you to take regular exercise such as walking or swimming, low salt diet, giving up smoking and alcohol drinking, which helps to reduce blood pressure effectively during treatment with this medicine.  Hypertension (high blood pressure)Heart failurePrevention of heart attack and stroke Common side effects: CoughDiarrheaDizzinessFlu-like symptomsHeadache Take this medicine in the dose and duration as advised by your doctor. Swallow it as a whole. Do not chew, crush or break it. Olmecip 40 Tablet may be taken with or without food, but it is better to take it at a fixed time. Olmecip 40 Tablet is an angiotensin receptor blocker (ARB). It relaxes the blood vessel by blocking the action of a chemical that usually makes blood vessels tighter. This lowers the blood pressure, allowing the blood to flow more smoothly to different organs and the heart to pump more efficiently. If you miss a dose of Olmecip 40 Tablet, take it as soon as possible. However, if it is almost time for your next dose, skip the missed dose and go back to your regular schedule. Do not double the dose. Olmecip 40 Tablet may cause excessive drowsiness with alcohol. Olmecip 40 Tablet is unsafe to use during pregnancy as there is definite evidence of risk to the developing baby. However, the doctor may rarely prescribe it in some life-threatening situations if the benefits are more than the potential risks. Please consult your doctor. Olmecip 40 Tablet is probably unsafe to use during breastfeeding. Limited human data suggests that the drug may pass into the breastmilk and harm the baby.",Indigestion | Nausea | Runny nose | Sore throat | Stomach pain | 
https://www.nepmeds.com.np/detail/olmat-40mg,Olmat 40mg,"Composition: Olmesartan Medoxomil (40mg) Olmat 40 Tablet is a medicine used to treat high blood pressure and heart failure. Lowering blood pressure helps to prevent future heart attacks and stroke. This medicine is also effective in preserving kidney function in patients with diabetes. Olmat 40 Tablet may be prescribed either alone or in combination with other medicines. It may be taken with or without food during the day or at night. However, try to take it at about the same time each day to get the maximum benefit. Common side effects: Take this medicine in the dose and duration as advised by your doctor. Swallow it as a whole. Do not chew, crush or break it. Olmat 40 Tablet may be taken with or without food, but it is better to take it at a fixed time. Olmat 40 Tablet is an angiotensin receptor blocker (ARB). It relaxes the blood vessel by blocking the action of a chemical that usually makes blood vessels tighter. This lowers the blood pressure, allowing the blood to flow more smoothly to different organs and the heart to pump more efficiently. Olmat 40 Tablet may cause excessive drowsiness with alcohol. Olmat 40 Tablet is unsafe to use during pregnancy as there is definite evidence of risk to the developing baby. However, the doctor may rarely prescribe it in some life-threatening situations if the benefits are more than the potential risks. Please consult your doctor. Olmat 40 Tablet is probably unsafe to use during breastfeeding. Limited human data suggests that the drug may pass into the breastmilk and harm the baby.",Hypertension (high blood pressure) | Heart failure | Prevention of heart attack and stroke | Cough | Diarrhea | Dizziness | Flu-like symptoms | Headache | Indigestion | Nausea | Runny nose | Sore throat | Stomach pain | 
https://www.nepmeds.com.np/detail/olmesafe-10mg,Olmesafe 10mg,"Olmesartan medoxomil is primarily used to treat hypertension (high blood pressure). It can be prescribed alone or in combination with other antihypertensive medications. Common side effects of olmesartan medoxomil may include dizziness, headache, diarrhea, nausea, fatigue, and back pain. Olmesartan medoxomil can be taken with or without food. It's important to take the medication at the same time each day to maintain consistent blood levels. Olmesartan medoxomil is an angiotensin II receptor blocker (ARB). Angiotensin II is a hormone that constricts blood vessels and increases blood pressure. By blocking the angiotensin II receptor, olmesartan prevents its effects, leading to vasodilation (relaxation of blood vessels) and a reduction in blood pressure. If you miss a dose of Olmesafe 10mg Tablet, take it as soon as possible. However, if it is almost time for your next dose, skip the missed dose and go back to your regular schedule. Do not double the dose. Pregnant & Breastfeeding women should avoid taking olmesartan medoxomil, as it can harm the developing fetus. If you are pregnant or planning to become pregnant, discuss alternative treatments with your doctor. Alcohol consumption should be avoided or limited during the treatment with olmesartan to avoid harsh side effects. Driving should be only done if dizziness is not felt by the patient after taking olmesartan. Such effects may vary with each person. You may notice a decrease in your blood pressure effectively within 1 weeks of starting Olmesafe 10mg Tablet. However, it may take about 2 weeks to see the full benefits of this medicine. NO, Olmesafe 10 Tablet does not have a diuretic. Olmesafe 10 Tablet is a medicine used to lower high blood pressure. It belongs to a group of medicines called angiotensin receptor blocker (ARB). These medicines lower blood pressure by relaxing the blood vessels.",
https://www.nepmeds.com.np/detail/hepamerz-syrup-60ml,Hepamerz Syrup 60ml," Hepa Merz Syrup contains L-ornithine-L-aspartate, Nicotinamide, and Riboflavin sodium phosphate.Role of active ingredients:L-ornithine L-aspartate is amino acids that reduces the accumulation of ammonia in patients with poor liver function and relieve symptoms of abnormal ammonia metabolism.Nicotinamide is a form of vitamin B3 (niacin) and is used to prevent and treat niacin deficiency.Riboflavin sodium phosphate involved in oxidation-reduction reactions in many metabolic pathways, and in energy production in the mitochondrial respiratory chain.Hepa Merz Syrup is a hepatoprotective which is used in:-Acute and chronic hepatitis,Jaundice,Fatty degeneration of liver Cirrhosis,Liver damage due to alcohol hepatotoxic drugs,Anorexia and indigestion.Use under medical supervision.",
